レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
唐津,1,朝１戦予選,1,4967,中村魁生,26,大阪,51,A2,5.88,42.11,5.8,40.0,11,14.29,82,40.82,晴,南,1,1,6.83,1,逃げ,1,0.08,1.49.7,0.13583333333333336,0.14333333333333334,0.1111111111111111,0.4444444444444444,0.0
唐津,1,朝１戦予選,2,4552,杉山勝匡,35,佐賀,50,B1,5.36,37.14,4.63,28.67,47,54.55,46,44.44,晴,南,1,1,6.85,2,逃げ,2,0.09,1.50.7,0.15780000000000002,0.14729357798165138,0.0967741935483871,0.2903225806451613,0.6129032258064516
唐津,1,朝１戦予選,3,4637,中田友也,34,埼玉,57,B1,5.32,32.2,5.0,31.25,35,32.43,36,34.51,晴,南,1,1,6.87,4,逃げ,3,0.09,1.53.9,0.14285714285714285,0.1642372881355932,0.0,0.1935483870967742,0.0
唐津,1,朝１戦予選,4,4034,西原明生,45,香川,55,B1,3.82,15.09,4.7,21.21,63,10.0,43,37.76,晴,南,1,1,6.88,6,逃げ,4,0.13,1.56.0,0.18594594594594593,0.1827570093457944,0.08823529411764706,0.20588235294117646,0.0
唐津,1,朝１戦予選,5,4664,東口　晃,41,福井,55,B1,3.7,16.22,3.05,10.53,29,47.37,53,32.17,晴,南,1,1,6.84,5,逃げ,5,0.13,1.54.4,0.20088235294117648,0.19175879396984927,0.0,0.2,0.0
唐津,1,朝１戦予選,6,4879,山崎鉄平,29,佐賀,53,B1,4.87,25.26,4.82,26.25,51,45.45,38,30.66,晴,南,1,1,6.88,3,逃げ,6,0.11,1.52.0,0.18422222222222223,0.16054054054054054,0.0,0.2222222222222222,0.0
唐津,2,モー２ング予,1,5142,常住　蓮,23,佐賀,51,A1,6.45,44.04,6.51,45.12,61,31.03,84,26.95,晴,無風,0,0,6.7,1,逃げ,1,0.12,1.48.0,0.15571428571428572,0.16276363636363636,0.19230769230769232,0.3076923076923077,0.0
唐津,2,モー２ング予,2,3872,岡田憲行,48,大阪,53,A2,5.74,40.54,6.03,44.83,22,39.13,55,31.65,晴,無風,0,0,6.87,2,逃げ,2,0.12,1.50.9,0.18346938775510205,0.17706106870229008,0.05555555555555555,0.2777777777777778,0.5
唐津,2,モー２ング予,3,5124,上瀧絢也,28,佐賀,52,B1,3.88,17.65,3.06,13.29,40,10.34,44,36.36,晴,無風,0,0,6.89,6,逃げ,3,0.07,1.54.1,0.15655172413793103,0.149060773480663,0.0,0.45714285714285713,0.0
唐津,2,モー２ング予,4,3566,川添英正,54,福岡,51,B1,4.75,26.17,5.2,25.42,37,22.58,72,35.07,晴,無風,0,0,6.83,3,逃げ,4,0.12,1.52.3,0.18976744186046512,0.18591928251121076,0.02857142857142857,0.22857142857142856,0.0
唐津,2,モー２ング予,5,3578,塩田雄一,51,香川,52,B1,4.01,19.1,6.42,53.85,45,21.88,42,28.47,晴,無風,0,0,6.84,5,逃げ,5,0.08,1.53.9,0.18,0.18341463414634146,0.029411764705882353,0.20588235294117646,0.0
唐津,2,モー２ング予,6,4231,鈴木裕隆,41,愛知,55,B1,5.85,40.88,6.79,45.83,44,38.1,35,28.46,晴,無風,0,0,6.81,4,逃げ,6,0.11,1.53.5,0.1603030303030303,0.16448,0.0,0.2608695652173913,0.0
唐津,3,３ライズ戦予,1,3422,服部幸男,53,静岡,55,A1,6.74,51.49,6.45,50.0,62,7.14,39,33.57,晴,無風,0,0,6.79,1,逃げ,1,0.16,1.49.9,0.1562962962962963,0.1502024291497976,0.39285714285714285,0.42857142857142855,0.0
唐津,3,３ライズ戦予,2,3784,中島友和,48,佐賀,53,B1,4.73,21.9,5.46,36.89,49,33.33,86,28.06,晴,無風,0,0,6.86,4,逃げ,2,0.15,1.54.1,0.1668421052631579,0.1566829268292683,0.08888888888888889,0.6222222222222222,0.4222222222222222
唐津,3,３ライズ戦予,3,4587,木田峰由,33,福井,54,A2,4.77,24.24,5.76,43.48,30,14.29,56,28.35,晴,無風,0,0,6.91,2,逃げ,3,0.14,1.51.2,0.1553846153846154,0.17232558139534884,0.08888888888888889,0.4444444444444444,0.0
唐津,3,３ライズ戦予,4,4725,佐竹太一,38,兵庫,52,B1,4.71,33.33,3.7,10.0,15,19.44,58,36.3,晴,無風,0,0,6.8,5,逃げ,4,0.19,1.55.8,0.20142857142857143,0.1971219512195122,0.125,0.5,0.0
唐津,3,３ライズ戦予,5,3550,都築正治,53,愛知,53,B1,4.93,30.15,4.75,30.56,68,56.52,50,22.3,晴,無風,0,0,6.89,3,逃げ,5,0.13,1.52.9,0.15390243902439027,0.16141700404858297,0.1,0.35,0.0
唐津,3,３ライズ戦予,6,5343,小林礼央,22,広島,52,B2,1.26,0.0,0.0,0.0,18,40.0,37,39.01,晴,無風,0,0,6.84,6,逃げ,6,0.14,1.57.5,0.16878048780487806,0.18015625,0.0,0.2972972972972973,0.0
唐津,4,おは４戦予選,1,4103,山崎善庸,45,埼玉,54,B1,4.43,23.53,2.79,7.14,55,29.03,78,33.8,晴,北,1,1,6.93,1,逃げ,1,0.07,1.49.6,0.20633333333333334,0.2244927536231884,1.0,0.0,0.0
唐津,4,おは４戦予選,2,5089,前田　翔,24,愛知,51,A1,6.02,35.71,6.7,45.0,32,28.13,48,21.17,晴,北,1,1,6.89,4,逃げ,2,0.09,1.53.4,0.12351351351351351,0.1510683760683761,0.0,0.0,1.0
